Player's Name,Height,Weight,Birthplace City,Birthplace State,College,College City,College State,Plays From,Plays From State,Birth Date,Exempt Status,Combined States,Birthplace City and State,College City and State,Plays From City and State,Headshot Link,,
Conrad Shindler,N/A,N/A,Dallas,Texas,Texas A&M University,College Station,Texas,"Dallas, TX",Texas,8/23/1988,N/A,Texas-Texas-Texas,"Dallas, Texas","College Station, Texas","Dallas, Texas","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51442.png",,
Matt Atkins,N/A,N/A,Altoona,Pennsylvania,University of South Carolina Aiken,Aiken,South Carolina,"Oviedo, FL",Florida,12/13/1990,N/A,Pennsylvania-South Carolina-Florida,"Altoona, Pennsylvania","Aiken, South Carolina","Oviedo, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_47125.png",,
Ben Wolcott,N/A,N/A,Knoxville,Tennessee,University of Tennessee,Knoxville,Tennessee,"Knoxville, TN",Tennessee,8/23/1997,N/A,Tennessee-Tennessee-Tennessee,"Knoxville, Tennessee","Knoxville, Tennessee","Knoxville, Tennessee","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51443.png",,
Chris Baker,N/A,N/A,Brownstown,Indiana,Iowa State University,Ames,Iowa,"Jacksonville, FL",Florida,3/1/1986,N/A,Indiana-Iowa-Florida,"Brownstown, Indiana","Ames, Iowa","Jacksonville, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_32639.png",,
Ryan Brehm,N/A,N/A,Mount Pleasant,Michigan,Michigan State University,East Lansing,Michigan,"Mount Pleasant, MI",Michigan,4/5/1986,N/A,Michigan-Michigan-Michigan,"Mount Pleasant, Michigan","East Lansing, Michigan","Mount Pleasant, Michigan","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51444.png",,
Dominic Bozzelli,N/A,N/A,Pittsford,New York,Auburn University,Auburn,Alabama,"Pittsford, NY",New York,5/22/1991,N/A,New York-Alabama-New York,"Pittsford, New York","Auburn, Alabama","Pittsford, New York","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51445.png",,
Taylor Pendrith,N/A,N/A,Richmond Hill,Ontario,Kent State University,Kent,Ohio,Bahamas,N/A,5/30/1991,N/A,Ontario-Ohio-N/A,"Richmond Hill, Ontario","Kent, Ohio",Bahamas,N/A,"https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51446.png",
Brady Schnell,N/A,N/A,Lincoln,Nebraska,University of Nebraska,Lincoln,Nebraska,"Omaha, NE",Nebraska,8/23/1985,N/A,Nebraska-Nebraska-Nebraska,"Lincoln, Nebraska","Lincoln, Nebraska","Omaha, Nebraska","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51447.png",,
Ryan Hall,N/A,N/A,Knoxville,Tennessee,University of South Carolina,Columbia,South Carolina,"Knoxville, TN",Tennessee,8/23/1994,N/A,Tennessee-South Carolina-Tennessee,"Knoxville, Tennessee","Columbia, South Carolina","Knoxville, Tennessee","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51448.png",,
Mike Ballo Jr.,N/A,N/A,Stamford,Connecticut,None,None,None,"Stamford, CT",Connecticut,8/23/1988,N/A,Connecticut-None-Connecticut,"Stamford, Connecticut",N/A,"Stamford, Connecticut","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51449.png",,
Brett Drewitt,N/A,N/A,Inverell,Australia,None,None,None,"Inverell, Australia",Australia,11/24/1990,N/A,Australia-None-Australia,"Inverell, Australia",N/A,"Inverell, Australia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_35619.png",,
,,,,,,,,,,,,,,,,,,
Ashton Van Horne,N/A,N/A,Columbus,Georgia,University of Georgia,Athens,Georgia,"Columbus, GA",Georgia,3/15/1998,N/A,Georgia-Georgia-Georgia,"Columbus, Georgia","Athens, Georgia","Columbus, Georgia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51450.png",,
Mason Nome,N/A,N/A,Honolulu,Hawaii,University of Hawaii,Manoa,Hawaii,"Honolulu, HI",Hawaii,8/23/1997,N/A,Hawaii-Hawaii-Hawaii,"Honolulu, Hawaii","Manoa, Hawaii","Honolulu, Hawaii","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51451.png",,
Jack Heath,N/A,N/A,Charlotte,North Carolina,UNC Charlotte,Charlotte,North Carolina,"Charlotte, NC",North Carolina,5/12/1996,N/A,North Carolina-North Carolina-North Carolina,"Charlotte, North Carolina","Charlotte, North Carolina","Charlotte, North Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51452.png",,
Luke Schniederjans,N/A,N/A,Alpharetta,Georgia,Georgia Tech,Atlanta,Georgia,"Alpharetta, GA",Georgia,7/10/1995,N/A,Georgia-Georgia-Georgia,"Alpharetta, Georgia","Atlanta, Georgia","Alpharetta, Georgia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51453.png",,
Timmy Crawford,N/A,N/A,San Antonio,Texas,University of Texas,Austin,Texas,"San Antonio, TX",Texas,9/20/1994,N/A,Texas-Texas-Texas,"San Antonio, Texas","Austin, Texas","San Antonio, Texas","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51454.png",,
Jesper Kennegard,N/A,N/A,Gothenburg,Sweden,Arizona State University,Tempe,Arizona,"Gothenburg, Sweden",Sweden,6/15/1988,N/A,Sweden-Arizona-Sweden,"Gothenburg, Sweden","Tempe, Arizona","Gothenburg, Sweden","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51455.png",,
Ryan Linton,N/A,N/A,Tulsa,Oklahoma,University of Oklahoma,Norman,Oklahoma,"Tulsa, OK",Oklahoma,8/23/1996,N/A,Oklahoma-Oklahoma-Oklahoma,"Tulsa, Oklahoma","Norman, Oklahoma","Tulsa, Oklahoma","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51456.png",,
Matt Naumec,N/A,N/A,Boston,Massachusetts,Boston College,Chestnut Hill,Massachusetts,"Boston, MA",Massachusetts,4/10/1995,N/A,Massachusetts-Massachusetts-Massachusetts,"Boston, Massachusetts","Chestnut Hill, Massachusetts","Boston, Massachusetts","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51457.png",,
Brandon Pierce,N/A,N/A,Memphis,Tennessee,University of Memphis,Memphis,Tennessee,"Memphis, TN",Tennessee,8/23/1993,N/A,Tennessee-Tennessee-Tennessee,"Memphis, Tennessee","Memphis, Tennessee","Memphis, Tennessee","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51458.png",,
David Kim,N/A,N/A,Seoul,South Korea,None,None,None,"Seoul, South Korea",South Korea,11/5/1992,N/A,South Korea-None-South Korea,"Seoul, South Korea",N/A,"Seoul, South Korea","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51459.png",,
Tyler Collier,N/A,N/A,Ocala,Florida,University of Florida,Gainesville,Florida,"Ocala, FL",Florida,8/23/1998,N/A,Florida-Florida-Florida,"Ocala, Florida","Gainesville, Florida","Ocala, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51460.png",,
Zach Murray,N/A,N/A,Melbourne,Australia,None,None,None,"Melbourne, Australia",Australia,10/15/1996,N/A,Australia-None-Australia,"Melbourne, Australia",N/A,"Melbourne, Australia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51461.png",,
Andrew Novak,N/A,N/A,Raleigh,North Carolina,Wofford College,Spartanburg,South Carolina,"Raleigh, NC",North Carolina,3/31/1995,N/A,North Carolina-South Carolina-North Carolina,"Raleigh, North Carolina","Spartanburg, South Carolina","Raleigh, North Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51462.png",,
Sam Saunders,N/A,N/A,Orlando,Florida,None,None,None,"Orlando, FL",Florida,7/30/1987,N/A,Florida-None-Florida,"Orlando, Florida",N/A,"Orlando, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51463.png",,
Ross Steelman,N/A,N/A,Columbia,Missouri,University of Missouri,Columbia,Missouri,"Columbia, MO",Missouri,8/23/1999,N/A,Missouri-Missouri-Missouri,"Columbia, Missouri","Columbia, Missouri","Columbia, Missouri","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51464.png",,
Parker Coody,N/A,N/A,Plano,Texas,University of Texas,Austin,Texas,"Plano, TX",Texas,11/10/1999,N/A,Texas-Texas-Texas,"Plano, Texas","Austin, Texas","Plano, Texas","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51465.png",,
Pierceson Coody,N/A,N/A,Plano,Texas,University of Texas,Austin,Texas,"Plano, TX",Texas,1/7/2000,N/A,Texas-Texas-Texas,"Plano, Texas","Austin, Texas","Plano, Texas","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51466.png",,
David Ford,N/A,N/A,Peachtree Corners,Georgia,University of North Carolina,Chapel Hill,North Carolina,"Peachtree Corners, GA",Georgia,8/23/2001,N/A,Georgia-North Carolina-Georgia,"Peachtree Corners, Georgia","Chapel Hill, North Carolina","Peachtree Corners, Georgia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51467.png",,
Maxwell Moldovan,N/A,N/A,Uniontown,Ohio,Ohio State University,Columbus,Ohio,"Uniontown, OH",Ohio,8/23/1999,N/A,Ohio-Ohio-Ohio,"Uniontown, Ohio","Columbus, Ohio","Uniontown, Ohio","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51468.png",,
Preston Summerhays,N/A,N/A,Scottsdale,Arizona,Arizona State University,Tempe,Arizona,"Scottsdale, AZ",Arizona,7/25/2002,N/A,Arizona-Arizona-Arizona,"Scottsdale, Arizona","Tempe, Arizona","Scottsdale, Arizona","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51469.png",,
Fred Biondi,N/A,N/A,Sao Paulo,Brazil,University of Florida,Gainesville,Florida,"Sao Paulo, Brazil",Brazil,5/15/2000,N/A,Brazil-Florida-Brazil,"Sao Paulo, Brazil","Gainesville, Florida","Sao Paulo, Brazil","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51470.png",,
Yuxin Lin,N/A,N/A,Beijing,China,University of Florida,Gainesville,Florida,"Beijing, China",China,8/23/2000,N/A,China-Florida-China,"Beijing, China","Gainesville, Florida","Beijing, China","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51471.png",,
Karl Vilips,N/A,N/A,Perth,Australia,Stanford University,Stanford,California,"Perth, Australia",Australia,8/23/2001,N/A,Australia-California-Australia,"Perth, Australia","Stanford, California","Perth, Australia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51472.png",,
Michael Brennan,N/A,N/A,Washington,D.C.,Wake Forest University,Winston-Salem,North Carolina,"Washington, DC",D.C.,8/23/2000,N/A,D.C.-North Carolina-D.C.,"Washington, D.C.","Winston-Salem, North Carolina","Washington, D.C.","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51473.png",,
Caleb Surratt,N/A,N/A,Indian Trail,North Carolina,University of Tennessee,Knoxville,Tennessee,"Indian Trail, NC",North Carolina,4/18/2002,N/A,North Carolina-Tennessee-North Carolina,"Indian Trail, North Carolina","Knoxville, Tennessee","Indian Trail, North Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51474.png",,
Nick Gabrelcik,N/A,N/A,Trinity,Florida,University of North Florida,Jacksonville,Florida,"Trinity, FL",Florida,8/23/2001,N/A,Florida-Florida-Florida,"Trinity, Florida","Jacksonville, Florida","Trinity, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51475.png",,
Jackson Van Paris,N/A,N/A,Pinehurst,North Carolina,Vanderbilt University,Nashville,Tennessee,"Pinehurst, NC",North Carolina,8/23/2002,N/A,North Carolina-Tennessee-North Carolina,"Pinehurst, North Carolina","Nashville, Tennessee","Pinehurst, North Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51476.png",,
Benjamin James,N/A,N/A,Milford,Connecticut,University of Virginia,Charlottesville,Virginia,"Milford, CT",Connecticut,8/23/2002,N/A,Connecticut-Virginia-Connecticut,"Milford, Connecticut","Charlottesville, Virginia","Milford, Connecticut","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51477.png",,
Gordon Sargent,N/A,N/A,Birmingham,Alabama,Vanderbilt University,Nashville,Tennessee,"Birmingham, AL",Alabama,2/12/2003,N/A,Alabama-Tennessee-Alabama,"Birmingham, Alabama","Nashville, Tennessee","Birmingham, Alabama","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51478.png",,
Sampson Zheng,N/A,N/A,Shanghai,China,"University of California, Berkeley",Berkeley,California,"Shanghai, China",China,8/23/2001,N/A,China-California-China,"Shanghai, China","Berkeley, California","Shanghai, China","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51479.png",,
Bastian Amat,N/A,N/A,Mexico City,Mexico,University of New Mexico,Albuquerque,New Mexico,"Mexico City, Mexico",Mexico,8/23/2000,N/A,Mexico-New Mexico-Mexico,"Mexico City, Mexico","Albuquerque, New Mexico","Mexico City, Mexico","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51480.png",,
Luke Clanton,N/A,N/A,Hialeah,Florida,Florida State University,Tallahassee,Florida,"Hialeah, FL",Florida,5/20/2003,N/A,Florida-Florida-Florida,"Hialeah, Florida","Tallahassee, Florida","Hialeah, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51481.png",,
Ethan Ng,N/A,N/A,New York,New York,Stanford University,Stanford,California,"New York, NY",New York,8/23/2002,N/A,New York-California-New York,"New York, New York","Stanford, California","New York, New York","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51482.png",,
Jake Beber-Frankel,N/A,N/A,Miami,Florida,Stanford University,Stanford,California,"Miami, FL",Florida,8/23/2000,N/A,Florida-California-Florida,"Miami, Florida","Stanford, California","Miami, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51483.png",,
Barclay Brown,N/A,N/A,San Jose,California,Stanford University,Stanford,California,"San Jose, CA",California,8/23/2001,N/A,California-California-California,"San Jose, California","Stanford, California","San Jose, California","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51484.png",,
Nathan Petronzio,N/A,N/A,Round Rock,Texas,Texas A&M University,College Station,Texas,"Round Rock, TX",Texas,8/23/1998,N/A,Texas-Texas-Texas,"Round Rock, Texas","College Station, Texas","Round Rock, Texas","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51485.png",,
Michael Thorbjornsen,N/A,N/A,Wellesley,Massachusetts,Stanford University,Stanford,California,"Wellesley, MA",Massachusetts,9/16/2001,N/A,Massachusetts-California-Massachusetts,"Wellesley, Massachusetts","Stanford, California","Wellesley, Massachusetts","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51486.png",,
Calum Scott,N/A,N/A,Nairn,Scotland,Texas Tech University,Lubbock,Texas,"Nairn, Scotland",Scotland,8/23/2002,N/A,Scotland-Texas-Scotland,"Nairn, Scotland","Lubbock, Texas","Nairn, Scotland","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51487.png",,
Jonas Blixt,N/A,N/A,Nassjo,Sweden,Florida State University,Tallahassee,Florida,"Jacksonville, FL",Florida,4/24/1984,N/A,Sweden-Florida-Florida,"Nassjo, Sweden","Tallahassee, Florida","Jacksonville, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51488.png",,
Daniel Hillier,N/A,N/A,Wellington,New Zealand,None,None,None,"Wellington, New Zealand",New Zealand,8/23/1998,N/A,New Zealand-None-New Zealand,"Wellington, New Zealand",N/A,"Wellington, New Zealand","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51489.png",,
Aaron Jarvis,N/A,N/A,George Town,Cayman Islands,UNLV,Las Vegas,Nevada,"George Town, Cayman Islands",Cayman Islands,8/23/2002,N/A,Cayman Islands-Nevada-Cayman Islands,"George Town, Cayman Islands","Las Vegas, Nevada","George Town, Cayman Islands","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51490.png",,
Hunter Wolcott,N/A,N/A,Knoxville,Tennessee,University of Tennessee,Knoxville,Tennessee,"Knoxville, TN",Tennessee,8/23/1997,N/A,Tennessee-Tennessee-Tennessee,"Knoxville, Tennessee","Knoxville, Tennessee","Knoxville, Tennessee","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51491.png",,
Bryan Lee,N/A,N/A,Fairfax,Virginia,University of Virginia,Charlottesville,Virginia,"Fairfax, VA",Virginia,8/23/1996,N/A,Virginia-Virginia-Virginia,"Fairfax, Virginia","Charlottesville, Virginia","Fairfax, Virginia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51492.png",,
